Latitude,Longitude,Elevation,Mean Temperature,Humidity,Rainfall,clay,cec,ocs,sand,silt,ocd,nitrogen,wv1500,cfvo,wv0033,wv0010,soc,bdod,phh2o,Phosphorus,Potassium
9.1,80.1,10,26.18,83.74,3.6,294,280,52,404,302,332,365,171,83,325,357,581.0,126.0,62,7029.104,718.6999999999999
9.1,80.2,34,26.18,83.74,3.6,329,211,61,389,282,426,543,190,108,294,364,675.0,122.0,59,8141.004000000001,747.3600000000001
9.1,80.3,33,26.18,83.74,3.6,322,213,58,408,270,385,382,193,114,296,362,518.0,130.0,58,6259.304,729.4699999999999
9.1,80.4,71,25.66,87.17,5.55,302,214,55,382,316,369,524,189,114,305,368,630.0,118.0,58,7605.183249999999,703.89
9.1,80.5,55,25.66,87.17,5.55,259,246,56,425,315,399,553,180,92,313,365,676.0,120.0,58,8167.63325,631.75
9.1,80.6,78,25.66,87.17,5.55,284,221,62,409,306,397,585,191,104,311,367,566.0,120.0,58,6839.38325,667.1199999999999
9.1,80.7,39,25.66,87.17,5.55,295,223,63,406,299,398,649,197,153,288,370,729.0,121.0,59,8794.73325,690.61
9.1,80.8,28,25.66,87.17,5.55,269,250,72,395,336,404,628,195,124,298,369,616.0,119.0,60,7445.83325,663.0200000000001
9.2,76.5,11,28.19,74.24,2.08,309,164,59,353,337,427,399,181,81,332,388,427.0,124.0,56,5160.8312,703.7900000000001
9.2,76.6,15,24.42,83.04,0.22,302,168,50,364,334,374,287,182,117,327,401,289.0,123.0,53,3515.7533,695.4499999999999
9.2,76.7,29,24.42,83.04,0.22,324,185,52,383,293,387,289,180,157,330,395,299.0,118.0,54,3638.1032999999998,737.0100000000001
9.2,76.8,184,24.42,83.04,0.22,324,160,59,353,323,400,358,187,142,341,403,360.0,109.0,53,4365.4533,732.6600000000001
9.2,76.9,134,24.42,83.04,0.22,312,170,60,386,303,398,342,174,141,321,394,371.0,110.0,52,4500.8033000000005,704.0600000000001
9.2,77.0,447,24.42,83.04,0.22,313,181,60,389,298,415,408,195,85,318,384,447.0,108.0,52,5414.153300000001,704.43
9.2,77.1,418,24.42,83.04,0.22,335,214,72,360,304,466,417,204,90,333,389,483.0,111.0,53,5856.8533,774.82
9.2,77.2,1515,22.88,87.38,0.0,321,211,86,331,348,569,543,217,76,322,446,867.0,93.0,52,10480.15,768.3500000000001
9.2,77.3,589,22.88,87.38,0.0,341,183,63,374,285,453,443,176,104,303,382,502.0,121.0,57,6063.85,758.3100000000001
9.2,77.4,188,22.88,87.38,0.0,288,225,45,432,280,320,312,165,61,285,360,364.0,138.0,63,4404.45,665.92
9.2,77.5,182,22.88,87.38,0.0,313,251,41,433,254,357,320,177,145,284,352,590.0,130.0,66,7117.25,723.08
9.2,77.6,132,22.88,87.38,0.0,337,268,38,396,266,301,242,173,85,284,341,304.0,138.0,69,3682.15,783.68
9.2,77.7,128,22.88,87.38,0.0,350,273,47,369,282,323,287,180,118,297,345,432.0,139.0,71,5216.7,819.8199999999999
9.2,77.8,102,22.88,87.38,0.0,356,268,39,391,253,302,297,173,94,283,330,357.0,141.0,71,4311.2,815.2800000000001
9.2,77.9,89,25.22,85.14,0.01,347,283,40,408,245,296,275,171,96,277,347,503.0,131.0,75,6064.30015,809.91
9.2,78.0,57,25.22,85.14,0.01,341,295,40,399,260,319,299,185,105,287,345,617.0,145.0,76,7433.9001499999995,808.5300000000001
9.2,78.1,29,25.22,85.14,0.01,363,274,41,382,256,289,248,171,64,280,361,504.0,139.0,72,6082.95015,847.31
9.2,78.2,27,25.22,85.14,0.01,325,312,43,387,288,294,255,184,80,300,354,598.0,143.0,77,7212.00015,797.4300000000001
9.2,78.3,19,25.22,85.14,0.01,365,308,48,368,267,313,252,183,81,302,349,687.0,132.0,73,8285.75015,870.81
9.2,78.7,6,26.39,83.15,0.14,348,262,38,301,351,299,258,183,59,313,362,488.0,137.0,70,5891.2020999999995,838.04
9.2,80.2,44,26.18,83.74,3.6,305,247,61,402,292,419,560,187,143,293,363,757.0,125.0,59,9137.354000000001,721.36
9.2,80.3,39,26.18,83.74,3.6,315,221,54,406,279,369,356,167,121,305,365,543.0,130.0,59,6560.754000000001,723.4100000000001
9.2,80.4,55,25.66,87.17,5.55,274,225,61,401,325,404,532,178,103,308,362,627.0,120.0,58,7571.5332499999995,652.1500000000001
9.2,80.5,57,25.66,87.17,5.55,283,197,61,381,336,408,584,197,111,303,364,616.0,117.0,58,7430.233249999999,658.33
9.2,80.7,21,25.66,87.17,5.55,278,219,56,428,294,357,534,190,117,300,371,503.0,127.0,61,6077.383249999999,651.59
9.2,80.8,12,25.66,87.17,5.55,290,252,55,374,336,372,577,197,92,302,388,672.0,130.0,62,8119.08325,716.08
9.2,92.8,39,28.27,79.56,0.63,282,133,50,448,269,372,475,145,113,304,368,459.0,116.0,52,5537.35945,599.8100000000001
9.3,76.4,2,28.33,75.18,1.66,337,208,58,305,358,390,372,202,85,342,431,790.0,109.0,53,9549.2749,812.28
9.3,76.5,-1,28.33,75.18,1.66,307,213,68,333,361,432,416,195,76,330,389,582.0,112.0,54,7042.424900000001,736.11
9.3,76.6,11,23.54,84.8,0.06,302,205,66,369,329,423,341,172,64,327,396,410.0,117.0,54,4977.3509,714.1899999999999
9.3,76.7,7,23.54,84.8,0.06,330,191,55,348,322,404,318,175,125,330,392,336.0,116.0,53,4085.5509,760.93
9.3,76.8,72,23.54,84.8,0.06,277,142,57,380,343,361,312,174,154,342,400,338.0,111.0,53,4094.4008999999996,629.08
9.3,76.9,199,23.54,84.8,0.06,363,173,55,339,299,376,388,195,128,329,404,388.0,113.0,52,4708.3509,815.1099999999999
9.3,77.0,504,23.54,84.8,0.06,302,184,56,398,299,387,423,173,97,325,387,482.0,110.0,52,5835.9509,684.3600000000001
9.3,77.1,626,23.54,84.8,0.06,330,243,70,388,281,466,455,196,92,332,382,502.0,114.0,53,6093.2509,769.94
9.3,77.2,1343,21.91,86.16,0.0,390,178,74,346,264,489,503,211,68,309,404,563.0,104.0,53,6808.0,853.1700000000001
9.3,77.3,898,21.91,86.16,0.0,366,205,82,317,317,512,533,195,106,340,409,679.0,114.0,56,8204.4,841.32
9.3,77.4,185,21.91,86.16,0.0,280,258,55,408,312,350,361,166,67,294,366,407.0,133.0,62,4935.6,680.9499999999999
9.3,77.5,146,21.91,86.16,0.0,317,291,46,419,264,342,324,152,87,250,354,286.0,142.0,67,3481.65,759.64
9.3,77.6,124,21.91,86.16,0.0,371,277,45,388,241,326,318,179,96,290,339,635.0,133.0,71,7652.599999999999,851.96
9.3,77.7,96,21.91,86.16,0.0,324,277,39,391,285,327,317,165,108,279,338,286.0,142.0,71,3464.35,766.3400000000001
9.3,77.8,87,21.91,86.16,0.0,340,287,43,383,276,302,304,169,109,272,339,332.0,140.0,73,4015.8999999999996,804.0300000000001
9.3,77.9,79,24.59,84.21,0.0,365,283,47,386,249,308,283,178,80,289,340,433.0,138.0,75,5222.55,846.21
9.3,78.0,51,24.59,84.21,0.0,382,297,42,372,246,309,311,178,66,292,337,331.0,144.0,75,4002.7,888.49
9.3,78.1,58,24.59,84.21,0.0,340,277,39,372,288,284,249,176,72,283,365,509.0,136.0,77,6134.5,812.02
9.3,78.2,50,24.59,84.21,0.0,340,297,43,369,291,310,245,177,70,283,348,735.0,134.0,78,8847.150000000001,818.2
9.3,78.4,26,24.59,84.21,0.0,362,320,41,337,301,324,237,176,61,282,343,502.0,138.0,72,6070.55,879.44
9.3,78.7,14,25.34,84.03,0.03,339,311,37,347,313,304,286,195,61,298,350,583.0,137.0,73,7039.05045,832.5600000000001
9.3,78.8,4,25.34,84.03,0.03,336,362,43,335,329,351,278,199,97,324,360,487.0,138.0,76,5901.100449999999,865.46
9.3,78.9,13,25.34,84.03,0.03,379,279,49,318,303,303,323,202,52,328,372,440.0,140.0,68,5327.850449999999,902.87
9.3,79.3,9,26.79,78.89,0.18,280,268,62,369,351,373,380,209,114,314,364,532.0,126.0,65,6432.3027,699.6099999999999
9.3,80.2,13,26.61,79.19,0.54,283,253,58,397,320,384,480,175,88,299,374,555.0,126.0,58,6720.2581,691.57
9.3,80.3,27,26.61,79.19,0.54,314,214,53,383,303,357,463,183,122,299,364,544.0,129.0,59,6570.0081,724.0300000000001
9.3,80.4,45,26.64,79.84,1.26,318,235,54,405,277,359,411,176,111,294,359,421.0,132.0,61,5095.9189,735.05
9.3,80.5,54,26.64,79.84,1.26,296,196,61,392,312,396,611,190,120,289,373,676.0,116.0,58,8152.0689,681.4600000000002
9.3,80.6,37,26.64,79.84,1.26,283,217,61,372,345,425,607,184,138,298,370,714.0,118.0,60,8610.4689,675.63
9.3,80.7,38,26.64,79.84,1.26,380,231,54,313,306,361,577,204,123,310,391,687.0,123.0,59,8298.7189,884.72
9.4,76.5,0,28.33,75.18,1.66,303,214,74,307,390,449,372,190,72,339,392,541.0,109.0,55,6549.4249,738.5
9.4,76.6,14,23.54,84.8,0.06,315,172,56,327,359,448,320,167,104,336,396,492.0,114.0,54,5949.8009,730.36
9.4,76.7,80,23.54,84.8,0.06,272,160,56,400,329,370,290,161,145,325,402,316.0,115.0,54,3835.1009,625.6000000000001
9.4,76.8,101,23.54,84.8,0.06,313,157,53,384,303,351,316,159,169,339,397,312.0,115.0,53,3786.9008999999996,700.19
9.4,76.9,162,23.54,84.8,0.06,300,146,57,379,321,409,374,181,126,321,392,456.0,109.0,52,5511.900900000001,669.08
9.4,77.0,441,23.54,84.8,0.06,311,176,61,388,301,439,433,181,105,339,398,549.0,108.0,52,6639.900900000001,703.7900000000002
9.4,77.1,542,23.54,84.8,0.06,326,203,64,381,293,451,486,191,99,331,404,576.0,113.0,52,6974.8509,750.4800000000001
9.4,77.2,1240,21.91,86.16,0.0,362,174,70,346,292,461,508,206,55,318,396,468.0,109.0,53,5664.599999999999,798.2
9.4,77.3,1023,21.91,86.16,0.0,334,235,79,347,320,466,599,204,92,301,383,498.0,107.0,55,6038.5,781.07
9.4,77.4,197,21.91,86.16,0.0,291,242,55,418,291,372,362,152,79,278,352,363.0,131.0,63,4396.4,682.4300000000001
9.4,77.5,164,21.91,86.16,0.0,313,266,41,410,276,315,298,153,62,293,353,340.0,142.0,68,4118.55,739.5600000000001
9.4,77.6,133,21.91,86.16,0.0,371,269,44,386,244,320,288,172,94,288,345,328.0,145.0,70,3969.4,850.07
9.4,77.7,110,21.91,86.16,0.0,343,282,39,403,254,300,284,169,105,287,328,309.0,147.0,70,3741.7,795.8
9.4,77.8,96,21.91,86.16,0.0,343,291,42,382,275,298,298,178,83,281,341,361.0,143.0,73,4365.8,812.8399999999999
9.4,77.9,80,24.59,84.21,0.0,347,302,38,398,255,283,309,175,90,272,333,312.0,142.0,74,3777.5499999999997,818.8000000000001
9.4,78.0,73,24.59,84.21,0.0,382,299,41,371,248,319,300,181,100,280,343,339.0,139.0,75,4100.9,892.1700000000001
9.4,78.1,77,24.59,84.21,0.0,396,328,39,342,262,307,316,187,64,287,353,390.0,143.0,75,4725.55,947.4300000000001
9.4,78.2,70,24.59,84.21,0.0,359,298,46,367,274,313,311,180,93,297,354,746.0,131.0,76,8985.199999999999,855.8
9.4,78.4,37,24.59,84.21,0.0,343,297,41,354,303,289,250,182,55,285,376,505.0,138.0,74,6102.55,839.4299999999998
9.4,78.5,33,25.34,84.03,0.03,367,292,41,336,297,296,238,175,62,282,382,454.0,143.0,75,5488.200449999999,887.4699999999999
9.4,78.6,29,25.34,84.03,0.03,337,294,36,346,317,296,279,182,70,284,357,494.0,140.0,74,5964.75045,821.71
9.4,78.7,18,25.34,84.03,0.03,340,318,38,308,352,307,277,200,73,295,356,698.0,137.0,73,8423.00045,852.62
9.4,78.8,9,25.34,84.03,0.03,364,286,44,317,319,313,318,187,63,305,366,578.0,132.0,70,6980.60045,878.01
9.4,78.9,7,25.34,84.03,0.03,345,307,45,314,342,347,297,192,51,302,338,707.0,130.0,71,8526.85045,846.13
9.4,80.1,11,26.61,79.19,0.54,272,248,63,385,342,402,580,184,97,301,388,982.0,118.0,59,11843.908099999999,677.99
9.4,80.2,15,26.61,79.19,0.54,255,244,65,419,326,381,562,183,105,314,383,1081.0,121.0,58,13031.3581,632.75
9.4,80.3,12,26.61,79.19,0.54,264,239,60,381,355,400,421,163,118,308,382,682.0,130.0,61,8235.058099999998,656.98
9.4,80.4,15,26.64,79.84,1.26,296,226,50,384,320,363,462,196,106,303,364,584.0,134.0,62,7047.918900000001,698.6500000000001
9.4,80.5,12,26.64,79.84,1.26,293,245,56,377,329,350,486,173,117,308,383,621.0,135.0,61,7505.4189,714.38
9.4,80.6,20,26.64,79.84,1.26,302,278,65,385,314,391,652,187,107,313,390,1074.0,116.0,59,12958.918899999999,750.6999999999999
9.5,76.5,1,28.33,75.18,1.66,309,178,61,316,375,463,426,191,91,358,409,497.0,115.0,53,6017.2749,731.7900000000001
9.5,76.6,65,23.54,84.8,0.06,303,167,52,342,355,361,313,153,141,330,411,289.0,119.0,53,3517.9008999999996,706.75
9.5,76.7,100,23.54,84.8,0.06,305,141,56,380,315,343,285,152,156,319,394,337.0,118.0,53,4080.5508999999997,676.2
9.5,76.8,87,23.54,84.8,0.06,315,162,55,374,311,371,328,179,196,337,401,348.0,110.0,53,4221.6509,711.53
9.5,76.9,197,23.54,84.8,0.06,294,144,59,380,326,346,332,178,165,321,397,308.0,113.0,52,3736.4509000000003,658.4300000000001
9.5,77.0,446,23.54,84.8,0.06,304,158,54,367,329,417,406,178,101,315,385,457.0,108.0,52,5526.3509,681.4399999999999
9.5,77.1,1122,23.54,84.8,0.06,296,186,69,356,348,466,432,201,78,342,412,514.0,112.0,54,6222.700900000001,691.1800000000001
9.5,77.2,1084,21.91,86.16,0.0,345,163,70,346,310,506,565,200,106,320,406,629.0,103.0,53,7595.25,766.56
9.5,77.3,1335,21.91,86.16,0.0,308,177,76,360,332,422,488,189,74,319,389,564.0,111.0,57,6807.5,694.85
9.5,77.4,1387,21.91,86.16,0.0,346,174,75,325,329,534,502,204,73,307,403,761.0,102.0,54,9180.25,777.0300000000001
9.5,77.5,187,21.91,86.16,0.0,314,226,55,429,257,345,376,173,71,266,353,397.0,131.0,65,4794.85,711.4300000000002
9.5,77.6,154,21.91,86.16,0.0,326,250,45,460,214,335,344,167,103,275,362,338.0,140.0,66,4095.4,742.0600000000002
9.5,77.7,124,21.91,86.16,0.0,375,276,36,385,240,299,283,163,100,273,333,292.0,147.0,71,3534.75,857.0600000000001
9.5,77.8,101,21.91,86.16,0.0,358,280,35,391,251,298,283,168,72,288,358,313.0,152.0,71,3794.4,837.2900000000001
9.5,77.9,94,24.59,84.21,0.0,352,304,35,379,268,291,286,163,77,279,330,281.0,150.0,75,3403.4,833.3599999999999
9.5,78.0,89,24.59,84.21,0.0,352,302,43,367,281,291,294,183,96,277,342,326.0,143.0,76,3943.6,840.61
9.5,78.1,96,24.59,84.21,0.0,398,453,42,345,257,300,325,213,82,306,389,285.0,150.0,79,3509.9,1039.3400000000001
9.5,78.2,68,24.59,84.21,0.0,369,345,38,359,271,284,267,181,80,293,354,370.0,140.0,76,4489.65,904.4200000000001
9.5,78.3,50,24.59,84.21,0.0,375,287,49,385,240,301,264,171,85,281,362,422.0,140.0,72,5103.75,876.0
9.5,78.4,51,24.59,84.21,0.0,371,323,37,361,268,301,259,186,73,304,363,301.0,145.0,76,3656.2000000000003,897.9900000000001
9.5,78.5,46,25.34,84.03,0.03,367,271,36,372,261,304,233,177,74,292,371,324.0,144.0,72,3924.40045,859.54
9.5,78.6,36,25.34,84.03,0.03,335,284,37,351,315,297,278,184,61,274,364,427.0,142.0,72,5163.200449999999,813.34
9.5,78.7,24,25.34,84.03,0.03,341,316,37,340,319,305,273,179,82,299,369,480.0,138.0,73,5809.55045,848.7600000000001
9.5,78.8,17,25.34,84.03,0.03,321,316,38,328,351,292,270,197,68,309,346,594.0,134.0,73,7171.80045,807.2300000000001
9.5,78.9,3,25.34,84.03,0.03,363,338,43,310,327,340,282,186,56,325,364,374.0,137.0,75,4539.80045,908.77
9.5,80.2,4,26.61,79.19,0.54,240,265,53,387,373,383,414,179,92,318,382,678.0,121.0,64,8189.8581,627.6600000000001
9.6,76.5,11,28.33,75.18,1.66,321,184,55,310,369,377,320,174,65,336,404,477.0,120.0,54,5776.0249,756.69
9.6,76.6,43,23.54,84.8,0.06,342,172,52,380,278,369,287,166,125,319,390,380.0,120.0,54,4604.3009,760.3700000000001
9.6,76.7,123,23.54,84.8,0.06,299,151,60,385,316,354,369,171,122,325,398,405.0,113.0,53,4901.0509,671.2700000000001
9.6,76.8,129,23.54,84.8,0.06,312,159,56,346,342,352,345,172,159,338,403,391.0,109.0,53,4737.1008999999995,713.1100000000001
9.6,76.9,150,23.54,84.8,0.06,308,153,58,367,325,388,377,173,136,328,400,419.0,108.0,52,5072.3509,694.5999999999999
9.6,77.0,1174,23.54,84.8,0.06,310,161,69,358,332,437,444,190,84,331,398,442.0,104.0,53,5348.5509,694.6600000000001
9.6,77.1,878,23.54,84.8,0.06,324,172,60,379,297,421,457,176,84,306,393,461.0,110.0,53,5579.1509,721.1200000000001
9.6,77.2,1019,21.91,86.16,0.0,348,170,69,355,297,451,441,192,76,299,404,465.0,106.0,54,5627.1,773.31
9.6,77.3,1527,21.91,86.16,0.0,349,208,77,340,311,507,581,205,102,340,423,768.0,96.0,52,9285.349999999999,804.9300000000001
9.6,77.4,1003,21.91,86.16,0.0,345,232,64,384,271,404,467,164,105,304,353,577.0,119.0,60,6967.45,776.1700000000001
9.6,77.5,733,21.91,86.16,0.0,311,211,79,414,276,433,464,186,136,316,387,624.0,119.0,60,7532.6,709.67
9.6,77.6,233,21.91,86.16,0.0,297,217,57,422,280,360,387,161,134,297,361,399.0,127.0,64,4819.8,680.2699999999999
9.6,77.7,134,21.91,86.16,0.0,336,253,41,435,230,323,283,161,96,266,351,338.0,146.0,70,4085.3,765.16
9.6,77.8,112,21.91,86.16,0.0,332,263,41,441,227,306,273,165,96,279,355,316.0,150.0,72,3821.6000000000004,763.98
9.6,77.9,112,24.59,84.21,0.0,337,313,42,383,280,294,279,167,104,273,341,356.0,146.0,75,4309.3,814.78
9.6,78.0,102,24.59,84.21,0.0,364,303,43,353,283,328,323,168,99,285,332,298.0,148.0,75,3607.55,862.8800000000001
9.6,78.1,85,24.59,84.21,0.0,374,329,36,369,258,311,315,185,81,302,372,302.0,149.0,75,3674.65,907.85
9.6,78.2,70,24.59,84.21,0.0,355,373,44,364,281,286,286,180,77,304,364,294.0,148.0,77,3587.8500000000004,898.4999999999999
9.6,78.3,71,24.59,84.21,0.0,346,332,38,368,286,296,266,179,65,298,355,291.0,150.0,76,3537.35,852.89
9.6,78.4,61,24.59,84.21,0.0,352,317,37,368,280,307,261,179,65,285,359,275.0,148.0,77,3339.0,856.39
9.6,78.5,58,25.34,84.03,0.03,347,265,36,377,275,292,249,170,56,289,349,419.0,140.0,74,5052.60045,809.52
9.6,78.6,40,25.34,84.03,0.03,333,248,36,393,273,302,259,173,75,287,352,329.0,143.0,72,3971.6004500000004,770.6999999999999
9.6,78.7,28,25.34,84.03,0.03,360,306,38,339,301,304,271,181,62,297,356,474.0,139.0,74,5728.70045,872.02
9.6,78.8,16,25.34,84.03,0.03,347,268,36,320,333,310,298,190,54,302,344,471.0,137.0,73,5678.50045,826.84
9.6,78.9,6,25.34,84.03,0.03,345,302,39,318,337,338,286,196,49,306,360,596.0,130.0,73,7194.400449999999,850.7400000000001
9.6,80.3,12,26.61,79.19,0.54,264,260,56,422,315,353,483,180,98,311,386,611.0,104.0,63,7387.2081,658.88
9.7,76.3,11,28.33,75.18,1.66,301,188,59,367,332,400,401,179,67,325,389,413.0,110.0,57,4999.374900000001,699.99
9.7,76.5,1,28.33,75.18,1.66,322,213,56,331,348,413,347,184,77,343,385,429.0,115.0,53,5207.5249,762.09
9.7,76.6,32,23.54,84.8,0.06,288,178,52,383,329,371,366,167,123,336,396,324.0,119.0,54,3935.9009,668.3799999999999
9.7,76.7,26,23.54,84.8,0.06,302,155,56,408,290,346,381,155,131,326,401,396.0,115.0,53,4795.2009,674.34
9.7,76.8,44,23.54,84.8,0.06,273,150,53,372,355,350,343,161,175,326,406,317.0,113.0,53,3846.7009,631.76
9.7,76.9,956,23.54,84.8,0.06,290,149,74,373,336,468,392,184,84,333,407,521.0,106.0,53,6294.6008999999995,652.74
9.7,77.0,1006,23.54,84.8,0.06,300,163,76,367,333,452,463,183,95,325,402,442.0,105.0,54,5348.150900000001,678.44
9.7,77.1,1032,23.54,84.8,0.06,326,169,68,359,315,478,595,202,109,328,427,716.0,97.0,52,8648.700899999998,740.9799999999999
9.7,77.2,1105,21.91,86.16,0.0,335,151,60,346,319,389,403,200,95,316,398,386.0,117.0,54,4670.950000000001,737.9500000000002
9.7,77.3,404,21.91,86.16,0.0,314,220,47,417,269,348,365,155,80,290,386,412.0,141.0,60,4991.5,722.46
9.7,77.4,1479,21.91,86.16,0.0,375,175,75,325,300,513,618,200,109,330,383,674.0,97.0,55,8129.5,820.9100000000001
9.7,77.5,415,21.91,86.16,0.0,326,238,51,430,244,378,327,160,94,268,360,396.0,130.0,65,4788.8,740.45
9.7,77.6,637,21.91,86.16,0.0,317,226,60,401,282,372,435,169,127,316,370,410.0,129.0,65,4955.1,727.5300000000001
9.7,77.9,125,24.59,84.21,0.0,335,267,35,439,226,303,295,158,96,269,352,294.0,151.0,72,3558.25,771.05
9.7,78.0,110,24.59,84.21,0.0,338,277,42,402,260,293,306,154,94,286,332,283.0,151.0,75,3418.45,785.6999999999999
9.7,78.1,91,24.59,84.21,0.0,350,322,38,411,239,307,285,149,99,288,345,263.0,150.0,76,3195.35,836.9900000000001
9.7,78.2,99,24.59,84.21,0.0,356,280,38,375,269,290,256,162,77,286,366,283.0,150.0,75,3428.0,841.71
9.7,78.3,86,24.59,84.21,0.0,370,262,37,365,264,305,261,166,75,275,346,288.0,146.0,71,3485.1,851.24
9.7,78.4,75,24.59,84.21,0.0,339,264,40,374,287,310,275,170,66,263,334,292.0,145.0,69,3535.0,789.25
9.7,78.5,74,25.34,84.03,0.03,342,304,39,359,299,309,242,188,88,307,342,334.0,144.0,74,4044.5004499999995,826.3599999999999
9.7,78.6,42,25.34,84.03,0.03,337,333,42,390,274,318,272,174,76,285,351,340.0,148.0,77,4122.60045,829.38
9.7,78.7,27,25.34,84.03,0.03,322,283,37,359,319,334,292,178,67,288,343,593.0,137.0,75,7143.30045,778.63
9.7,78.8,18,25.34,84.03,0.03,362,296,39,344,294,316,292,181,41,290,351,353.0,147.0,73,4274.05045,866.22
9.7,78.9,11,25.34,84.03,0.03,342,315,46,351,307,335,280,188,80,305,363,558.0,138.0,75,6739.50045,844.3900000000001
9.7,80.2,7,26.61,79.19,0.54,260,215,55,412,329,379,517,184,92,306,377,577.0,98.0,62,6963.3081,624.13
9.7,80.3,6,26.61,79.19,0.54,278,271,59,383,340,420,475,173,108,325,379,715.0,90.0,63,8637.3081,699.6400000000001
9.8,76.3,10,27.42,75.94,1.45,303,241,73,302,395,437,428,201,121,314,378,566.0,107.0,54,6857.471750000001,750.5
9.8,76.4,4,27.42,75.94,1.45,318,236,55,364,319,382,421,182,73,325,382,459.0,117.0,55,5570.62175,757.56
9.8,76.5,52,27.42,75.94,1.45,310,165,57,376,314,375,299,170,151,321,394,443.0,120.0,53,5360.97175,701.2800000000001
9.8,76.6,154,22.04,84.56,0.0,347,156,57,372,280,368,386,169,148,319,394,486.0,115.0,53,5873.8,762.6600000000001
9.8,76.7,66,22.04,84.56,0.0,304,151,57,403,293,373,375,159,204,325,400,334.0,112.0,53,4049.5499999999997,676.2400000000001
9.8,76.8,670,22.04,84.56,0.0,326,161,63,374,300,472,434,190,83,329,418,595.0,112.0,53,7189.55,731.7
9.8,77.0,948,22.04,84.56,0.0,302,183,74,369,329,460,461,181,79,340,406,468.0,108.0,53,5670.25,695.6199999999999
9.8,77.1,775,22.04,84.56,0.0,355,178,61,350,295,396,389,181,124,319,384,410.0,116.0,54,4964.900000000001,786.65
9.8,77.2,924,20.45,85.99,0.0,328,170,59,372,300,432,428,193,117,300,409,409.0,116.0,53,4958.45,735.16
9.8,77.3,441,20.45,85.99,0.0,304,258,41,409,286,341,318,151,86,268,356,550.0,134.0,64,6644.900000000001,717.29
9.8,77.4,401,20.45,85.99,0.0,317,255,40,419,264,305,280,147,88,295,354,280.0,138.0,66,3399.15,735.4900000000001
9.8,77.5,345,20.45,85.99,0.0,315,246,48,413,272,360,331,176,129,288,356,357.0,129.0,65,4322.6,729.65
9.8,77.6,461,20.45,85.99,0.0,325,267,47,422,252,347,323,167,109,282,359,353.0,131.0,65,4282.7,757.59
9.8,77.7,320,20.45,85.99,0.0,336,269,46,412,251,336,298,170,123,273,357,412.0,133.0,63,4995.099999999999,782.2
9.8,77.8,173,20.45,85.99,0.0,302,277,41,445,253,293,274,160,107,301,331,329.0,147.0,72,3976.5,706.9699999999999
9.8,77.9,137,23.52,84.62,0.0,291,277,37,486,223,296,256,148,127,263,337,388.0,143.0,75,4679.7,677.63
9.8,78.0,116,23.52,84.62,0.0,332,320,39,446,222,306,241,134,98,292,345,290.0,152.0,73,3524.95,792.6400000000001
9.8,78.1,130,23.52,84.62,0.0,338,283,36,455,207,275,282,156,86,263,344,295.0,150.0,73,3571.75,778.0
9.8,78.2,108,23.52,84.62,0.0,361,294,41,380,259,308,249,172,76,277,355,303.0,148.0,71,3678.55,853.12
9.8,78.3,102,23.52,84.62,0.0,363,235,43,356,281,315,303,173,81,300,347,314.0,141.0,68,3794.2,825.3800000000001
9.8,78.4,85,23.52,84.62,0.0,311,249,48,360,329,333,265,175,79,283,340,323.0,143.0,68,3905.35,736.35
9.8,78.5,79,24.59,84.52,0.0,325,292,39,360,315,305,218,171,81,279,322,328.0,147.0,73,3965.3999999999996,780.21
9.8,78.6,58,24.59,84.52,0.0,331,296,43,359,310,333,263,182,77,309,331,347.0,144.0,75,4192.85,797.52
9.8,78.7,41,24.59,84.52,0.0,343,293,41,389,268,315,233,178,72,280,328,332.0,145.0,75,4011.05,807.2900000000001
9.8,78.8,32,24.59,84.52,0.0,356,320,41,375,269,330,251,176,72,305,355,335.0,146.0,78,4056.95,861.98
9.8,78.9,26,24.59,84.52,0.0,336,295,40,373,291,320,280,175,60,288,355,507.0,133.0,74,6120.6,811.6400000000001
9.8,80.0,12,26.73,77.44,0.36,291,265,61,388,320,388,487,203,88,314,390,648.0,136.0,63,7833.9554,722.2800000000001
9.8,80.1,8,26.73,77.44,0.36,296,249,59,375,329,385,522,190,95,315,396,652.0,132.0,62,7879.9554,728.02
9.9,76.4,7,27.42,75.94,1.45,305,180,52,389,306,374,359,174,94,319,386,341.0,125.0,53,4140.22175,694.6299999999999
9.9,76.5,42,27.42,75.94,1.45,310,184,51,401,289,371,358,176,134,322,389,359.0,117.0,54,4356.27175,703.2800000000001
9.9,76.6,87,22.04,84.56,0.0,301,151,54,417,283,358,439,168,132,331,398,543.0,112.0,53,6557.05,665.6300000000001
9.9,76.8,47,22.04,84.56,0.0,331,157,58,329,340,351,521,161,207,342,408,346.0,112.0,53,4197.65,754.0300000000001
9.9,76.9,741,22.04,84.56,0.0,319,156,63,360,321,446,426,182,92,329,400,387.0,110.0,54,4685.200000000001,712.3900000000001
9.9,77.0,791,22.04,84.56,0.0,300,155,61,399,300,417,465,184,102,327,392,448.0,112.0,52,5419.05,662.1899999999999
9.9,77.1,743,22.04,84.56,0.0,339,167,56,380,281,410,441,193,119,340,395,418.0,111.0,53,5061.9,746.9700000000001
9.9,77.2,1162,20.45,85.99,0.0,341,183,64,314,345,477,515,201,75,313,410,450.0,109.0,54,5453.150000000001,781.78
